word	token	X	Y
tulg_Vu2	3	3.602398e+02	2.170522e+02
tulg_Vu2	3	3.703219e+02	2.101710e+02
tulg_Vu2	3	3.813685e+02	2.063015e+02
tulg_Vu2	3	3.923796e+02	2.054317e+02
tulg_Vu2	3	4.033788e+02	2.055619e+02
tulg_Vu2	3	4.143425e+02	2.086918e+02
tulg_Vu2	3	4.242945e+02	2.128099e+02
tulg_Vu2	3	4.342110e+02	2.199277e+02
tulg_Vu2	3	4.431393e+02	2.260338e+02
tulg_Vu2	3	4.520677e+02	2.321399e+02
tulg_Vu2	3	4.599725e+02	2.402340e+02
tulg_Vu2	3	4.679009e+02	2.463282e+02
tulg_Vu2	3	4.758293e+02	2.524225e+02
tulg_Vu2	3	4.837459e+02	2.595167e+02
tulg_Vu2	3	4.916626e+02	2.666108e+02
tulg_Vu2	3	4.995910e+02	2.727051e+02
tulg_Vu2	3	5.075194e+02	2.787993e+02
tulg_Vu2	3	5.164596e+02	2.839055e+02
